States,Years,Quarter,Transaction_Amount,Districts,Transaction_Count
andaman-&-nicobar-islands,2018,1,931663.0770939873,north and middle andaman district,442
andaman-&-nicobar-islands,2018,1,12560249.34366581,south andaman district,5688
andaman-&-nicobar-islands,2018,1,1139848.801225994,nicobars district,528
andaman-&-nicobar-islands,2018,2,1317863.0834906558,north and middle andaman district,825
andaman-&-nicobar-islands,2018,2,23948235.51634325,south andaman district,9395
andaman-&-nicobar-islands,2018,2,3072436.9081196385,nicobars district,1120
andaman-&-nicobar-islands,2018,3,4901529.518499676,north and middle andaman district,1283
andaman-&-nicobar-islands,2018,3,44268112.46425246,south andaman district,13511
andaman-&-nicobar-islands,2018,3,6387829.151558982,nicobars district,1471
andaman-&-nicobar-islands,2018,4,7955635.917688001,north and middle andaman district,2137
andaman-&-nicobar-islands,2018,4,75411840.8018554,south andaman district,20136
andaman-&-nicobar-islands,2018,4,7180859.354911782,nicobars district,1485
andaman-&-nicobar-islands,2019,1,9561708.736298349,north and middle andaman district,3264
andaman-&-nicobar-islands,2019,1,85501972.38780196,south andaman district,25683
andaman-&-nicobar-islands,2019,1,7236059.549389593,nicobars district,1539
andaman-&-nicobar-islands,2019,2,8612103.137888122,north and middle andaman district,3371
andaman-&-nicobar-islands,2019,2,102530955.71341258,south andaman district,28490
andaman-&-nicobar-islands,2019,2,9111650.82436246,nicobars district,1828
andaman-&-nicobar-islands,2019,3,11481466.283356793,north and middle andaman district,4049
andaman-&-nicobar-islands,2019,3,91023888.32848613,south andaman district,27421
andaman-&-nicobar-islands,2019,3,11566421.475451011,nicobars district,2300
andaman-&-nicobar-islands,2019,4,13524056.784573946,north and middle andaman district,4716
andaman-&-nicobar-islands,2019,4,110930312.20611623,south andaman district,27843
andaman-&-nicobar-islands,2019,4,12384161.52668771,nicobars district,2600
andaman-&-nicobar-islands,2020,1,14697371.617857102,north and middle andaman district,5674
andaman-&-nicobar-islands,2020,1,134679396.90582755,south andaman district,32713
andaman-&-nicobar-islands,2020,1,12099543.773590054,nicobars district,2911
andaman-&-nicobar-islands,2020,2,22447714.061058953,north and middle andaman district,10979
andaman-&-nicobar-islands,2020,2,132855778.74838585,south andaman district,48088
andaman-&-nicobar-islands,2020,2,14341508.60470232,nicobars district,3895
andaman-&-nicobar-islands,2020,3,33486883.370425556,north and middle andaman district,16747
andaman-&-nicobar-islands,2020,3,282366109.20523936,south andaman district,95323
andaman-&-nicobar-islands,2020,3,22166453.754695386,nicobars district,5413
andaman-&-nicobar-islands,2020,4,68941322.38839513,north and middle andaman district,29349
andaman-&-nicobar-islands,2020,4,523122462.88302904,south andaman district,186494
andaman-&-nicobar-islands,2020,4,35218871.04342849,nicobars district,8688
andaman-&-nicobar-islands,2021,1,75027255.27919498,north and middle andaman district,27358
andaman-&-nicobar-islands,2021,1,669604045.1248703,south andaman district,207092
andaman-&-nicobar-islands,2021,1,39075266.9856904,nicobars district,10302
andaman-&-nicobar-islands,2021,2,90233388.79463302,north and middle andaman district,39200
andaman-&-nicobar-islands,2021,2,760893020.5704944,south andaman district,286907
andaman-&-nicobar-islands,2021,2,48020606.74716837,nicobars district,15307
andaman-&-nicobar-islands,2021,3,118254865.82750683,north and middle andaman district,46592
andaman-&-nicobar-islands,2021,3,1116789010.6459613,south andaman district,382418
andaman-&-nicobar-islands,2021,3,74980519.3281361,nicobars district,20754
andaman-&-nicobar-islands,2021,4,156486112.28732437,north and middle andaman district,53115
andaman-&-nicobar-islands,2021,4,1694794708.0093334,south andaman district,558571
andaman-&-nicobar-islands,2021,4,81329281.0269996,nicobars district,24437
andaman-&-nicobar-islands,2022,1,161624878.52274162,north and middle andaman district,60059
andaman-&-nicobar-islands,2022,1,1872991195.902684,south andaman district,705512
andaman-&-nicobar-islands,2022,1,94414127.64974089,nicobars district,29177
andaman-&-nicobar-islands,2022,2,195693167.78757268,north and middle andaman district,72573
andaman-&-nicobar-islands,2022,2,2357326563.362071,south andaman district,954875
andaman-&-nicobar-islands,2022,2,132900618.93062323,nicobars district,43769
andaman-&-nicobar-islands,2022,3,211581970.34202656,north and middle andaman district,79574
andaman-&-nicobar-islands,2022,3,2967719400.849909,south andaman district,1455255
andaman-&-nicobar-islands,2022,3,131330400.94545083,nicobars district,49550
andaman-&-nicobar-islands,2022,4,241431284.3558103,north and middle andaman district,93297
andaman-&-nicobar-islands,2022,4,3600887266.099448,south andaman district,1835592
andaman-&-nicobar-islands,2022,4,142355853.97352526,nicobars district,58646
andaman-&-nicobar-islands,2023,1,392080332.0,north and middle andaman district,152187
andaman-&-nicobar-islands,2023,1,3867385426.0,south andaman district,2030078
andaman-&-nicobar-islands,2023,1,202062829.0,nicobars district,94127
andaman-&-nicobar-islands,2023,2,462414675.0,north and middle andaman district,181149
andaman-&-nicobar-islands,2023,2,4297737197.0,south andaman district,2417058
andaman-&-nicobar-islands,2023,2,230192364.0,nicobars district,109568
andaman-&-nicobar-islands,2023,3,495623030.0,north and middle andaman district,198547
andaman-&-nicobar-islands,2023,3,4462201588.0,south andaman district,2771397
andaman-&-nicobar-islands,2023,3,253772173.0,nicobars district,128432
andhra-pradesh,2018,1,1235785515.5997267,east godavari district,943935
andhra-pradesh,2018,1,587778028.9183557,srikakulam district,458921
andhra-pradesh,2018,1,676643237.8069417,spsr nellore district,531612
andhra-pradesh,2018,1,505783445.78162,vizianagaram district,420990
andhra-pradesh,2018,1,1749966196.5049946,visakhapatnam district,1256469
andhra-pradesh,2018,1,748990775.8676485,prakasam district,534757
andhra-pradesh,2018,1,788830646.0324218,anantapur district,638664
andhra-pradesh,2018,1,681481931.0936775,ysr district,487333
andhra-pradesh,2018,1,853547668.7532666,west godavari district,577090
andhra-pradesh,2018,1,764905298.7350456,kurnool district,679623
andhra-pradesh,2018,1,1009621878.0870512,chittoor district,830324
andhra-pradesh,2018,1,1108686589.0266829,guntur district,815932
andhra-pradesh,2018,1,1284255179.6156201,krishna district,863935
andhra-pradesh,2018,2,2168914928.4239016,east godavari district,1221677
andhra-pradesh,2018,2,929392017.3670053,srikakulam district,559868
andhra-pradesh,2018,2,1542057934.0108962,spsr nellore district,780454
andhra-pradesh,2018,2,811711367.5080048,vizianagaram district,529588
andhra-pradesh,2018,2,2987853607.2939095,visakhapatnam district,1641192
andhra-pradesh,2018,2,1571167562.1276276,prakasam district,739991
andhra-pradesh,2018,2,1690366079.0557928,anantapur district,937023
andhra-pradesh,2018,2,1415500367.6861844,ysr district,690842
andhra-pradesh,2018,2,1688025212.3045945,west godavari district,786033
andhra-pradesh,2018,2,1531888665.6843233,kurnool district,968439
andhra-pradesh,2018,2,1990419125.8937118,chittoor district,1185723
andhra-pradesh,2018,2,2108475811.7859967,guntur district,1088101
andhra-pradesh,2018,2,2448141593.4919834,krishna district,1224987
andhra-pradesh,2018,3,3551247095.307447,east godavari district,3226907
andhra-pradesh,2018,3,1318322236.598471,srikakulam district,1073883
andhra-pradesh,2018,3,2215938596.185108,spsr nellore district,1308890
andhra-pradesh,2018,3,1163546006.895916,vizianagaram district,970132
andhra-pradesh,2018,3,4821892253.393524,visakhapatnam district,3394576
andhra-pradesh,2018,3,2346453445.483843,prakasam district,1319651
andhra-pradesh,2018,3,2681787750.464165,anantapur district,1815215
andhra-pradesh,2018,3,2235904512.2542048,ysr district,1557444
andhra-pradesh,2018,3,2309078492.8058147,west godavari district,1431282
andhra-pradesh,2018,3,2908389261.539773,kurnool district,2921189
andhra-pradesh,2018,3,3283517630.720593,chittoor district,2297429
andhra-pradesh,2018,3,3127764663.180438,guntur district,1912529
andhra-pradesh,2018,3,3754202654.3844614,krishna district,2396934
andhra-pradesh,2018,4,4652624623.436675,east godavari district,3052762
andhra-pradesh,2018,4,1870278609.504549,srikakulam district,1252807
andhra-pradesh,2018,4,3293448556.9734454,spsr nellore district,1814997
andhra-pradesh,2018,4,1817673252.5417767,vizianagaram district,1386787
andhra-pradesh,2018,4,7366635864.849373,visakhapatnam district,4791421
andhra-pradesh,2018,4,3255254226.03728,prakasam district,1692862
andhra-pradesh,2018,4,3975878156.329829,anantapur district,2286391
andhra-pradesh,2018,4,3252340063.2478595,ysr district,1732527
andhra-pradesh,2018,4,3237504255.4632454,west godavari district,1688482
andhra-pradesh,2018,4,3626544852.4069242,kurnool district,2508530
andhra-pradesh,2018,4,4979093890.223491,chittoor district,3166201
andhra-pradesh,2018,4,4730251217.696959,guntur district,2546620
andhra-pradesh,2018,4,5416251838.130407,krishna district,2839161
andhra-pradesh,2019,1,7382264724.59952,east godavari district,5440146
andhra-pradesh,2019,1,3407912878.4152584,srikakulam district,2526855
andhra-pradesh,2019,1,5161932216.216368,spsr nellore district,3333584
andhra-pradesh,2019,1,3364576948.299301,vizianagaram district,2798241
andhra-pradesh,2019,1,13459857440.552685,visakhapatnam district,9690866
andhra-pradesh,2019,1,4807527779.215151,prakasam district,2931081
andhra-pradesh,2019,1,6044730653.191345,anantapur district,3891336
andhra-pradesh,2019,1,4915811593.896078,ysr district,2852197
andhra-pradesh,2019,1,4623764455.47309,west godavari district,2829437
andhra-pradesh,2019,1,5541564892.509682,kurnool district,4193432
andhra-pradesh,2019,1,8223371732.233585,chittoor district,6486813
andhra-pradesh,2019,1,7765934169.404485,guntur district,4846553
andhra-pradesh,2019,1,9061346433.072681,krishna district,5443981
andhra-pradesh,2019,2,9116404622.47651,east godavari district,4699261
andhra-pradesh,2019,2,4066576539.936839,srikakulam district,2019203
andhra-pradesh,2019,2,6880873007.4820595,spsr nellore district,3141891
andhra-pradesh,2019,2,4443041665.039663,vizianagaram district,2272320
andhra-pradesh,2019,2,20797479804.029076,visakhapatnam district,11705738
andhra-pradesh,2019,2,6262396448.455349,prakasam district,2670529
andhra-pradesh,2019,2,7830782361.377665,anantapur district,3578836
andhra-pradesh,2019,2,6376856828.130632,ysr district,2606284
andhra-pradesh,2019,2,5676818258.955046,west godavari district,2402074
andhra-pradesh,2019,2,7358285187.018034,kurnool district,3895824
andhra-pradesh,2019,2,10982727976.224325,chittoor district,5983308
andhra-pradesh,2019,2,10405246943.481495,guntur district,5005275
andhra-pradesh,2019,2,13437029115.620754,krishna district,6428472
andhra-pradesh,2019,3,11387726470.57774,east godavari district,6537303
andhra-pradesh,2019,3,4610131289.524039,srikakulam district,2556296
andhra-pradesh,2019,3,8256600118.735449,spsr nellore district,4150195
andhra-pradesh,2019,3,4922069039.19216,vizianagaram district,2861581
andhra-pradesh,2019,3,26944837120.046288,visakhapatnam district,16694947
andhra-pradesh,2019,3,7354502261.150911,prakasam district,3430750
andhra-pradesh,2019,3,9554081289.488277,anantapur district,4889720
andhra-pradesh,2019,3,7447544274.2117815,ysr district,3296586
andhra-pradesh,2019,3,6627629029.01413,west godavari district,3179541
andhra-pradesh,2019,3,9025632779.412457,kurnool district,5139134
andhra-pradesh,2019,3,13837455758.755266,chittoor district,8201783
andhra-pradesh,2019,3,13075661264.188034,guntur district,6942304
andhra-pradesh,2019,3,16404073560.500784,krishna district,8408474
andhra-pradesh,2019,4,16816774065.301317,east godavari district,9285739
andhra-pradesh,2019,4,6832369301.879345,srikakulam district,3712555
andhra-pradesh,2019,4,11786014089.194027,spsr nellore district,5877804
andhra-pradesh,2019,4,7175851807.068796,vizianagaram district,3998234
andhra-pradesh,2019,4,39133296330.044624,visakhapatnam district,23594874
andhra-pradesh,2019,4,10604077824.801035,prakasam district,4865473
andhra-pradesh,2019,4,13887248889.064066,anantapur district,6764112
andhra-pradesh,2019,4,10865073855.730783,ysr district,4793157
andhra-pradesh,2019,4,9710614747.20177,west godavari district,4596479
andhra-pradesh,2019,4,13233105728.54823,kurnool district,7001958
andhra-pradesh,2019,4,19298476027.875484,chittoor district,11246986
andhra-pradesh,2019,4,18565626418.035915,guntur district,9761330
andhra-pradesh,2019,4,23039786404.04664,krishna district,11719402
andhra-pradesh,2020,1,21854701379.428688,east godavari district,11346242
andhra-pradesh,2020,1,9777575594.177538,srikakulam district,4835092
andhra-pradesh,2020,1,15387829694.446861,spsr nellore district,7430247
andhra-pradesh,2020,1,9879174240.920494,vizianagaram district,5042066
andhra-pradesh,2020,1,48809747614.678894,visakhapatnam district,27115031
andhra-pradesh,2020,1,14169104764.526735,prakasam district,6318396
andhra-pradesh,2020,1,17864325752.82528,anantapur district,8466129
andhra-pradesh,2020,1,14059924636.819912,ysr district,6031255
andhra-pradesh,2020,1,12995834340.716236,west godavari district,5919670
andhra-pradesh,2020,1,17022710311.813046,kurnool district,8246869
andhra-pradesh,2020,1,23441848567.344193,chittoor district,13257740
andhra-pradesh,2020,1,22992734620.64621,guntur district,11493331
andhra-pradesh,2020,1,24481702770.71471,krishna district,12175289
andhra-pradesh,2020,2,26319906327.32029,east godavari district,13130334
andhra-pradesh,2020,2,12153650076.875832,srikakulam district,6425515
andhra-pradesh,2020,2,20665376460.772232,spsr nellore district,9454274
andhra-pradesh,2020,2,12819344389.545382,vizianagaram district,6690313
andhra-pradesh,2020,2,48293889917.41437,visakhapatnam district,25300401
andhra-pradesh,2020,2,19846026726.904335,prakasam district,8844580
andhra-pradesh,2020,2,22094006659.412506,anantapur district,10473739
andhra-pradesh,2020,2,19597207268.132023,ysr district,8033609
andhra-pradesh,2020,2,16585866855.159784,west godavari district,7273096
andhra-pradesh,2020,2,22419372061.805172,kurnool district,9821381
andhra-pradesh,2020,2,27361300300.01902,chittoor district,14848197
andhra-pradesh,2020,2,27463593607.839108,guntur district,12308707
andhra-pradesh,2020,2,26964149095.366295,krishna district,12313709
andhra-pradesh,2020,3,39300043804.75851,east godavari district,17972431
andhra-pradesh,2020,3,18029574581.337425,srikakulam district,8286289
andhra-pradesh,2020,3,39128324534.03022,spsr nellore district,16468209
andhra-pradesh,2020,3,17567816576.501263,vizianagaram district,8236703
andhra-pradesh,2020,3,67628440368.111465,visakhapatnam district,34421299
andhra-pradesh,2020,3,31221704852.44969,prakasam district,12266310
andhra-pradesh,2020,3,34102037972.65785,anantapur district,14447683
andhra-pradesh,2020,3,32037007334.12973,ysr district,11934653
andhra-pradesh,2020,3,25408608725.754295,west godavari district,10412351
andhra-pradesh,2020,3,32529351107.17173,kurnool district,13243292
andhra-pradesh,2020,3,42811566246.16463,chittoor district,20501863
andhra-pradesh,2020,3,42531195809.75448,guntur district,17601395
andhra-pradesh,2020,3,44788458672.084435,krishna district,19110457
andhra-pradesh,2020,4,58732615663.118416,east godavari district,25989490
andhra-pradesh,2020,4,25222520275.27882,srikakulam district,11092184
andhra-pradesh,2020,4,49115443663.37911,spsr nellore district,20934374
andhra-pradesh,2020,4,24094847668.445065,vizianagaram district,10580824
andhra-pradesh,2020,4,91879823025.40399,visakhapatnam district,46551467
andhra-pradesh,2020,4,41852443493.515396,prakasam district,16176867
andhra-pradesh,2020,4,49732610814.26222,anantapur district,20996384
andhra-pradesh,2020,4,42572974713.44026,ysr district,15676878
andhra-pradesh,2020,4,40310975762.603455,west godavari district,15674762
andhra-pradesh,2020,4,44718203115.22612,kurnool district,18737323
andhra-pradesh,2020,4,61505711149.79541,chittoor district,29590411
andhra-pradesh,2020,4,60641872021.25432,guntur district,26136538
andhra-pradesh,2020,4,64461504667.60723,krishna district,27981050
andhra-pradesh,2021,1,60027984987.96951,east godavari district,26190701
andhra-pradesh,2021,1,26486623313.092724,srikakulam district,11160473
andhra-pradesh,2021,1,52210333201.53073,spsr nellore district,22541428
andhra-pradesh,2021,1,24153782497.243248,vizianagaram district,10514582
andhra-pradesh,2021,1,95308386037.84721,visakhapatnam district,48248923
andhra-pradesh,2021,1,41396223622.174774,prakasam district,15175395
andhra-pradesh,2021,1,48353870395.01808,anantapur district,20102957
andhra-pradesh,2021,1,42570919448.50447,ysr district,15374473
andhra-pradesh,2021,1,42124030669.36126,west godavari district,16015685
andhra-pradesh,2021,1,44941629659.56964,kurnool district,17918524
andhra-pradesh,2021,1,60947491846.66089,chittoor district,29342609
andhra-pradesh,2021,1,64207987853.108406,guntur district,27445045
andhra-pradesh,2021,1,69715406644.53485,krishna district,29717175
andhra-pradesh,2021,2,74604325863.66068,east godavari district,31717908
andhra-pradesh,2021,2,32298129544.540867,srikakulam district,13546232
andhra-pradesh,2021,2,72283071757.09679,spsr nellore district,30290406
andhra-pradesh,2021,2,29140685236.830723,vizianagaram district,12689494
andhra-pradesh,2021,2,114439012713.35336,visakhapatnam district,54390299
andhra-pradesh,2021,2,54535328043.04135,prakasam district,19944047
andhra-pradesh,2021,2,60987487571.279915,anantapur district,25123346
andhra-pradesh,2021,2,52523527031.02132,ysr district,18457361
andhra-pradesh,2021,2,57233116236.18796,west godavari district,20950964
andhra-pradesh,2021,2,56659287474.995804,kurnool district,21972396
andhra-pradesh,2021,2,73654690122.43158,chittoor district,34344902
andhra-pradesh,2021,2,82356914463.83287,guntur district,32968819
andhra-pradesh,2021,2,90021923049.96454,krishna district,36370960
andhra-pradesh,2021,3,89380370072.7078,east godavari district,39572714
andhra-pradesh,2021,3,34836400769.876816,srikakulam district,15639768
andhra-pradesh,2021,3,77839676988.30869,spsr nellore district,34411958
andhra-pradesh,2021,3,31383541628.212524,vizianagaram district,14510005
andhra-pradesh,2021,3,136945652159.26515,visakhapatnam district,69220981
andhra-pradesh,2021,3,63367713446.928055,prakasam district,24116580
andhra-pradesh,2021,3,70291248155.64975,anantapur district,30366444
andhra-pradesh,2021,3,60683557724.652336,ysr district,22439316
andhra-pradesh,2021,3,66647238455.1675,west godavari district,26245039
andhra-pradesh,2021,3,62527453761.59807,kurnool district,26377809
andhra-pradesh,2021,3,89371931753.04831,chittoor district,42628568
andhra-pradesh,2021,3,96525353090.12305,guntur district,41675093
andhra-pradesh,2021,3,104417897558.58972,krishna district,44828275
andhra-pradesh,2021,4,106725597026.00356,east godavari district,48992531
andhra-pradesh,2021,4,39713657870.15512,srikakulam district,18501857
andhra-pradesh,2021,4,92256405076.26547,spsr nellore district,41921081
andhra-pradesh,2021,4,36577529464.9687,vizianagaram district,17253059
andhra-pradesh,2021,4,159530099772.73474,visakhapatnam district,82711538
andhra-pradesh,2021,4,71323060008.47623,prakasam district,27858275
andhra-pradesh,2021,4,81239787006.64764,anantapur district,36129136
andhra-pradesh,2021,4,69081850069.2033,ysr district,26340348
andhra-pradesh,2021,4,81292461575.08182,west godavari district,33235175
andhra-pradesh,2021,4,73968947669.64754,kurnool district,31782248
andhra-pradesh,2021,4,103985734663.73514,chittoor district,51119640
andhra-pradesh,2021,4,115553993673.17337,guntur district,50919286
andhra-pradesh,2021,4,125015323207.89836,krishna district,55489829
andhra-pradesh,2022,1,121067103712.79568,east godavari district,54738830
andhra-pradesh,2022,1,46898912115.649216,srikakulam district,20990782
andhra-pradesh,2022,1,104895571602.13988,spsr nellore district,47645702
andhra-pradesh,2022,1,41994853361.58879,vizianagaram district,19278262
andhra-pradesh,2022,1,170120350591.26004,visakhapatnam district,88233362
andhra-pradesh,2022,1,79494373254.71565,prakasam district,31340975
andhra-pradesh,2022,1,90197023268.43825,anantapur district,40613148
andhra-pradesh,2022,1,78421693518.90942,ysr district,29783739
andhra-pradesh,2022,1,92397939903.60938,west godavari district,37271259
andhra-pradesh,2022,1,81568420500.54749,kurnool district,35093633
andhra-pradesh,2022,1,117900595508.634,chittoor district,58561024
andhra-pradesh,2022,1,129673727687.08942,guntur district,57226996
andhra-pradesh,2022,1,139690081529.49048,krishna district,61826199
andhra-pradesh,2022,2,135531452997.6391,east godavari district,62072845
andhra-pradesh,2022,2,53754764122.4327,srikakulam district,23727353
andhra-pradesh,2022,2,121941082043.49483,spsr nellore district,54838708
andhra-pradesh,2022,2,47294745020.495636,vizianagaram district,21766135
andhra-pradesh,2022,2,193242841582.14285,visakhapatnam district,101387402
andhra-pradesh,2022,2,90435082545.97766,prakasam district,36163507
andhra-pradesh,2022,2,102138758015.76915,anantapur district,46099366
andhra-pradesh,2022,2,87601310069.59737,ysr district,33154559
andhra-pradesh,2022,2,107973244960.42824,west godavari district,44409239
andhra-pradesh,2022,2,92409350855.50198,kurnool district,40165692
andhra-pradesh,2022,2,136435445124.75616,chittoor district,67507661
andhra-pradesh,2022,2,147098141568.7623,guntur district,66315749
andhra-pradesh,2022,2,163997729295.93134,krishna district,73525814
andhra-pradesh,2022,3,129677722169.74829,east godavari district,61467134
andhra-pradesh,2022,3,46899962921.785614,srikakulam district,22126541
andhra-pradesh,2022,3,95099325968.25972,spsr nellore district,42116582
andhra-pradesh,2022,3,42513313394.84207,vizianagaram district,20440645
andhra-pradesh,2022,3,181124419863.61444,visakhapatnam district,97434546
andhra-pradesh,2022,3,87475230073.46387,prakasam district,35376080
andhra-pradesh,2022,3,97735649608.10074,anantapur district,45165363
andhra-pradesh,2022,3,86016932181.12372,ysr district,33119038
andhra-pradesh,2022,3,101706854744.31876,west godavari district,43635951
andhra-pradesh,2022,3,88415335176.31995,kurnool district,39557913
andhra-pradesh,2022,3,133053581631.6395,chittoor district,65751781
andhra-pradesh,2022,3,141588522953.23773,guntur district,65612317
andhra-pradesh,2022,3,153770559025.69125,krishna district,71051144
andhra-pradesh,2022,4,136531110139.86256,east godavari district,68016055
andhra-pradesh,2022,4,47726411107.88628,srikakulam district,23693779
andhra-pradesh,2022,4,92085916180.6851,spsr nellore district,42582064
andhra-pradesh,2022,4,44467386404.34758,vizianagaram district,22205190
andhra-pradesh,2022,4,185306149744.73108,visakhapatnam district,103790055
andhra-pradesh,2022,4,88105031866.36835,prakasam district,37211077
andhra-pradesh,2022,4,101533878537.23433,anantapur district,48299601
andhra-pradesh,2022,4,87360426792.81667,ysr district,35201596
andhra-pradesh,2022,4,105335724990.59325,west godavari district,47919930
andhra-pradesh,2022,4,94667441029.08345,kurnool district,43524766
andhra-pradesh,2022,4,136840859888.18155,chittoor district,70322534
andhra-pradesh,2022,4,146938735166.52365,guntur district,70723763
andhra-pradesh,2022,4,157826011193.35443,krishna district,76526667
andhra-pradesh,2023,1,223454724672.0,east godavari district,115196449
andhra-pradesh,2023,1,86486032409.0,srikakulam district,42209999
andhra-pradesh,2023,1,143967164643.0,spsr nellore district,71318689
andhra-pradesh,2023,1,76472384525.0,vizianagaram district,38838861
andhra-pradesh,2023,1,277211090180.0,visakhapatnam district,164358781
andhra-pradesh,2023,1,141672839638.0,prakasam district,63671149
andhra-pradesh,2023,1,162287796625.0,anantapur district,82127373
andhra-pradesh,2023,1,140117633668.0,ysr district,59768512
andhra-pradesh,2023,1,165941144654.0,west godavari district,79094558
andhra-pradesh,2023,1,149100361797.0,kurnool district,72405172
andhra-pradesh,2023,1,218037027226.0,chittoor district,120192355
andhra-pradesh,2023,1,226244225817.0,guntur district,114246185
andhra-pradesh,2023,1,238058890676.0,krishna district,122104381
andhra-pradesh,2023,2,245134717109.0,east godavari district,131243375
andhra-pradesh,2023,2,93082175904.0,srikakulam district,47633204
andhra-pradesh,2023,2,165181391414.0,spsr nellore district,82056071
andhra-pradesh,2023,2,82671020353.0,vizianagaram district,43625851
andhra-pradesh,2023,2,303874597259.0,visakhapatnam district,184918179
andhra-pradesh,2023,2,158428689659.0,prakasam district,73598725
andhra-pradesh,2023,2,180050369328.0,anantapur district,91695174
andhra-pradesh,2023,2,156231915019.0,ysr district,66809788
andhra-pradesh,2023,2,187699526244.0,west godavari district,92533269
andhra-pradesh,2023,2,166991990104.0,kurnool district,81475907
andhra-pradesh,2023,2,245550525910.0,chittoor district,136283483
andhra-pradesh,2023,2,254140764680.0,guntur district,132035450
andhra-pradesh,2023,2,267001403933.0,krishna district,141748488
andhra-pradesh,2023,3,260414286361.0,east godavari district,148701666
andhra-pradesh,2023,3,91818203167.0,srikakulam district,51382393
andhra-pradesh,2023,3,176593750929.0,spsr nellore district,93875073
andhra-pradesh,2023,3,83289704541.0,vizianagaram district,47856766
andhra-pradesh,2023,3,328927220951.0,visakhapatnam district,209884966
andhra-pradesh,2023,3,171207298619.0,prakasam district,84447202
andhra-pradesh,2023,3,192477441164.0,anantapur district,104539628
andhra-pradesh,2023,3,168218516193.0,ysr district,76091693
andhra-pradesh,2023,3,191891823401.0,west godavari district,102962058
andhra-pradesh,2023,3,172979053545.0,kurnool district,92890445
andhra-pradesh,2023,3,265404757144.0,chittoor district,152863845
andhra-pradesh,2023,3,270651818044.0,guntur district,150246761
andhra-pradesh,2023,3,279540224039.0,krishna district,159421907
arunachal-pradesh,2018,1,1076236.814073793,lower dibang valley district,1356
arunachal-pradesh,2018,1,3650727.893614269,lower subansiri district,1477
arunachal-pradesh,2018,1,4361531.578447229,longding district,2321
arunachal-pradesh,2018,1,4796675.565399804,west siang district,1887
arunachal-pradesh,2018,1,7971.330494807651,kamle district,14
arunachal-pradesh,2018,1,186610.66988095018,upper siang district,126
arunachal-pradesh,2018,1,1064265.0002443574,tirap district,945
arunachal-pradesh,2018,1,32555848.462331478,papum pare district,14224
arunachal-pradesh,2018,1,99416.58027150274,kurung kumey district,84
arunachal-pradesh,2018,1,339471.80434222345,siang district,252
arunachal-pradesh,2018,1,2337960.7148240386,lower siang district,1292
arunachal-pradesh,2018,1,495375.1454853307,kra daadi district,207
arunachal-pradesh,2018,1,5380749.415278763,changlang district,3195
arunachal-pradesh,2018,1,9131.404205737199,pakke kessang district,9
arunachal-pradesh,2018,1,169.88856537681642,dibang valley district,2
arunachal-pradesh,2018,1,9540632.547015157,west kameng district,5787
arunachal-pradesh,2018,1,5533620.186295529,east siang district,3286
arunachal-pradesh,2018,1,1358367.5018580484,upper subansiri district,735
arunachal-pradesh,2018,1,473824.76595106337,east kameng district,529
arunachal-pradesh,2018,1,11496949.54576835,lohit district,3747
arunachal-pradesh,2018,1,403149.46702687367,lepa rada district,288
arunachal-pradesh,2018,1,5055665.022950603,tawang district,2334
arunachal-pradesh,2018,1,2162984.705083958,namsai district,1400
arunachal-pradesh,2018,2,2561237.506207262,lower dibang valley district,1827
arunachal-pradesh,2018,2,4113742.04406352,lower subansiri district,1666
arunachal-pradesh,2018,2,10271170.165521314,longding district,4634
arunachal-pradesh,2018,2,7610989.567485569,west siang district,2579
arunachal-pradesh,2018,2,23654.058373191845,kamle district,12
arunachal-pradesh,2018,2,494895.09277159756,upper siang district,240
arunachal-pradesh,2018,2,3126393.7649546335,tirap district,1903
arunachal-pradesh,2018,2,66520931.20355793,papum pare district,25363
arunachal-pradesh,2018,2,123737.2220411206,kurung kumey district,83
arunachal-pradesh,2018,2,7871.020814692305,anjaw district,7
arunachal-pradesh,2018,2,740232.6309634304,siang district,336
arunachal-pradesh,2018,2,2179451.657976534,lower siang district,2292
arunachal-pradesh,2018,2,987135.9959717204,kra daadi district,247
arunachal-pradesh,2018,2,13294258.50337311,changlang district,6066
arunachal-pradesh,2018,2,58359.57138935899,pakke kessang district,48
arunachal-pradesh,2018,2,65769.2036735354,dibang valley district,68
arunachal-pradesh,2018,2,25521321.34140157,west kameng district,10466
arunachal-pradesh,2018,2,15285584.202916935,east siang district,6363
arunachal-pradesh,2018,2,2911910.3689207276,upper subansiri district,1285
arunachal-pradesh,2018,2,1825297.4617279815,east kameng district,522
arunachal-pradesh,2018,2,20520618.881890118,lohit district,6962
arunachal-pradesh,2018,2,731444.7370576829,lepa rada district,511
arunachal-pradesh,2018,2,13722374.811357912,tawang district,5447
arunachal-pradesh,2018,2,6271811.327635023,namsai district,3230
arunachal-pradesh,2018,3,6074558.207066888,lower dibang valley district,2824
arunachal-pradesh,2018,3,5154231.737357968,lower subansiri district,2346
arunachal-pradesh,2018,3,18327334.050755527,longding district,5288
arunachal-pradesh,2018,3,12966152.792519316,west siang district,3337
arunachal-pradesh,2018,3,30504.94301319112,kamle district,93
arunachal-pradesh,2018,3,743956.1055720671,upper siang district,250
arunachal-pradesh,2018,3,7479257.007852319,tirap district,3322
arunachal-pradesh,2018,3,101080479.2917223,papum pare district,43282
